ID da fila;ID do pedido;Data do pedido;Data de envio;Modo de envio;ID do cliente;Nome do cliente;Segmento;Cidade;longitude;latitude;Estado;País/Região;Região;ID do produto;Categoria;Sub-categoria;Nome do produto;Vendas;Quantidade;Desconto;Lucro
10003;US-2021-148677;18/10/2021;23/10/2021;Classe padrão;JA-15625;Júlia Almeida;Varejo;vassouras;-43,66387402;-22,40900757;Rio de Janeiro;Brasil;Sul;MAT-CO-10002335;Material de escritório;Colchetes;Advantus Prendedores de papel, Metal;51,76;1;0,6;-67,44
10004;US-2020-124737;27/06/2020;02/07/2020;Classe padrão;GO-14785;Giovanna Oliveira;Grande Empresa;presidente dutra;-44,49291886;-5,282374258;Maranhão;Brasil;Sul;MAT-EN-10001954;Material de escritório;Envelopes;Jiffy Fita dupla face, Vermelho;125,6;2;0,6;-128,8
10005;US-2020-124737;27/06/2020;02/07/2020;Classe padrão;GO-14785;Giovanna Oliveira;Grande Empresa;presidente dutra;-44,49291886;-5,282374258;Maranhão;Brasil;Sul;MÓV-MÓ-10000242;Móveis;Móveis;Deflect-O Moldura, Embalagem multipack;2055,2;7;0,6;-2518,6
10006;US-2020-124737;27/06/2020;02/07/2020;Classe padrão;GO-14785;Giovanna Oliveira;Grande Empresa;presidente dutra;-44,49291886;-5,282374258;Maranhão;Brasil;Sul;MAT-EN-10004867;Material de escritório;Envelopes;GlobeWeis Malote, Prata;267,84;2;0,6;-194,56
10007;US-2020-124737;27/06/2020;02/07/2020;Classe padrão;GO-14785;Giovanna Oliveira;Grande Empresa;presidente dutra;-44,49291886;-5,282374258;Maranhão;Brasil;Sul;MAT-EN-10003658;Material de escritório;Envelopes;Jiffy Envelope com fecho, Reciclado;58,56;3;0,6;-77,64
10008;US-2020-155803;20/12/2020;26/12/2020;Classe padrão;JS-15610;José Souza;Grande Empresa;presidente dutra;-44,49291886;-5,282374258;Maranhão;Brasil;Sul;MÓV-CA-10004663;Móveis;Cadeiras;HON Cadeira de balanço, Preto;1367,36;4;0,6;-410,24
10009;US-2020-113929;30/10/2020;03/11/2020;Segunda classe;VF-21055;Victor Ferreira;Varejo;indaial;-49,24014046;-26,906256;Santa Catarina;Brasil;Sul;TEC-AC-10001992;Tecnologia;Acessórios;Enermax Mouse, Durável;108;1;0,6;-102,6
10010;US-2020-113929;30/10/2020;03/11/2020;Segunda classe;VF-21055;Victor Ferreira;Varejo;indaial;-49,24014046;-26,906256;Santa Catarina;Brasil;Sul;MAT-MA-10003902;Material de escritório;Materiais;Acme Estilete, Retangular;828;9;0,6;-579,6
10011;US-2021-126081;03/10/2021;08/10/2021;Classe padrão;EC-13195;Eduarda Castro;Grande Empresa;presidente dutra;-44,49291886;-5,282374258;Maranhão;Brasil;Sul;MAT-FI-10002026;Material de escritório;Fichários;Acco Encadernadora, Transparente;404,4;3;0,6;-404,4
10012;US-2019-113131;27/09/2019;30/09/2019;Primeira classe;SA-20215;Samuel Almeida;Varejo;surubim;-35,7567841;-7,835157057;Pernambuco;Brasil;Sul;MÓV-MÓ-10004824;Móveis;Móveis;Deflect-O Relógio de parede, Preto;1207,44;9;0,6;-1359,36
10013;US-2021-109617;18/06/2021;25/06/2021;Classe padrão;SP-20620;Sophia Pereira;Grande Empresa;pontes e lacerda;-59,33800184;-15,22972757;Mato Grosso;Brasil;Sul;TEC-CO-10004853;Tecnologia;Copiadoras;HP Copiadora, Colorida;1300,8232;2;0,602;-1313,9768
10014;US-2021-109617;18/06/2021;25/06/2021;Classe padrão;SP-20620;Sophia Pereira;Grande Empresa;pontes e lacerda;-59,33800184;-15,22972757;Mato Grosso;Brasil;Sul;MAT-AR-10002257;Material de escritório;Armazenamento;Rogers Caixa, Tamanho real;320;5;0,6;-136
10015;US-2020-127586;25/05/2020;01/06/2020;Classe padrão;RF-20050;Rodrigo Fernandes;Pequenas e Medias Empresas;limoeiro do norte;-38,09909487;-5,15023902;Ceará;Brasil;Sul;MAT-FI-10000728;Material de escritório;Fichários;Wilson Jones Encadernadora, Durável;941,92;7;0,6;-1201,48
10016;US-2020-127586;25/05/2020;01/06/2020;Classe padrão;RF-20050;Rodrigo Fernandes;Pequenas e Medias Empresas;limoeiro do norte;-38,09909487;-5,15023902;Ceará;Brasil;Sul;MAT-CO-10004749;Material de escritório;Colchetes;Stockwell Percevejo niquelado, Metal;145,6;4;0,6;-105,6
10017;US-2020-127586;25/05/2020;01/06/2020;Classe padrão;RF-20050;Rodrigo Fernandes;Pequenas e Medias Empresas;limoeiro do norte;-38,09909487;-5,15023902;Ceará;Brasil;Sul;TEC-TE-10004793;Tecnologia;Telefones;Motorola Telefone do escritório, Azul;765,44;4;0,6;-880,96
10018;US-2020-127586;25/05/2020;01/06/2020;Classe padrão;RF-20050;Rodrigo Fernandes;Pequenas e Medias Empresas;limoeiro do norte;-38,09909487;-5,15023902;Ceará;Brasil;Sul;MAT-AR-10003608;Material de escritório;Arte;Crayola Marcador, Azul;128,48;2;0,6;-35,52
10019;US-2020-127586;25/05/2020;01/06/2020;Classe padrão;RF-20050;Rodrigo Fernandes;Pequenas e Medias Empresas;limoeiro do norte;-38,09909487;-5,15023902;Ceará;Brasil;Sul;MAT-AC-10004920;Material de escritório;Eletrônicos;Breville Torradeira, Preto;1015,2;5;0,6;-1497,8
10020;US-2020-127586;25/05/2020;01/06/2020;Classe padrão;RF-20050;Rodrigo Fernandes;Pequenas e Medias Empresas;limoeiro do norte;-38,09909487;-5,15023902;Ceará;Brasil;Sul;TEC-CO-10000886;Tecnologia;Copiadoras;Sharp Fax, Digital;6268,0224;8;0,602;-9167,1776
10021;US-2020-127586;25/05/2020;01/06/2020;Classe padrão;RF-20050;Rodrigo Fernandes;Pequenas e Medias Empresas;limoeiro do norte;-38,09909487;-5,15023902;Ceará;Brasil;Sul;MAT-AR-10003470;Material de escritório;Arte;Stanley Apontador, Metal;69,44;1;0,6;-41,76
10022;US-2021-105963;15/05/2021;18/05/2021;Primeira classe;EF-13510;Emily Fernandes;Grande Empresa;pirapora;-44,95106538;-17,3495821;Minas Gerais;Brasil;Sul;MAT-MA-10003761;Material de escritório;Materiais;Fiskars Estilete, Retangular;1202,88;14;0,6;-513,52
10023;US-2021-105963;15/05/2021;18/05/2021;Primeira classe;EF-13510;Emily Fernandes;Grande Empresa;pirapora;-44,95106538;-17,3495821;Minas Gerais;Brasil;Sul;MAT-MA-10003329;Material de escritório;Materiais;Acme Abridor de carta, Aço;552,72;7;0,6;-291,48
10024;US-2021-105963;15/05/2021;18/05/2021;Primeira classe;EF-13510;Emily Fernandes;Grande Empresa;pirapora;-44,95106538;-17,3495821;Minas Gerais;Brasil;Sul;MAT-MA-10004744;Material de escritório;Materiais;Kleencut Estilete, Aço;363,2;4;0,6;-227,2
10025;US-2021-154564;04/07/2021;07/07/2021;Segunda classe;SA-20440;Sofia Almeida;Grande Empresa;pilar;-35,25988041;-7,259887985;Alagoas;Brasil;Sul;MÓV-ME-10002404;Móveis;Mesas;Chromcraft Mesa de centro, Retangular;2117,28;3;0,6;-529,32
10026;US-2021-154564;04/07/2021;07/07/2021;Segunda classe;SA-20440;Sofia Almeida;Grande Empresa;pilar;-35,25988041;-7,259887985;Alagoas;Brasil;Sul;MÓV-ES-10003224;Móveis;Estantes;Ikea Estante, Branco;1334,4;4;0,6;-934,4
10027;US-2021-154564;04/07/2021;07/07/2021;Segunda classe;SA-20440;Sofia Almeida;Grande Empresa;pilar;-35,25988041;-7,259887985;Alagoas;Brasil;Sul;MAT-CO-10004202;Material de escritório;Colchetes;Advantus Elásticos, Embalagem com 12;170,88;4;0,6;-252,32
10028;US-2021-101623;09/12/2021;11/12/2021;Segunda classe;AA-10825;Arthur Alves;Grande Empresa;são miguel dos campos;-36,09426427;-9,779934576;Alagoas;Brasil;Sul;MAT-MA-10002111;Material de escritório;Materiais;Fiskars Cortador de papel, Retangular;312;3;0,6;-226,2
10029;US-2020-150763;18/06/2020;22/06/2020;Segunda classe;RA-19690;Rafaela Alves;Varejo;pirapora;-44,95106538;-17,3495821;Minas Gerais;Brasil;Sul;TEC-TE-10002189;Tecnologia;Telefones;Motorola Smart Phone, Azul;1384,32;4;0,6;-519,68
10030;US-2021-160745;29/10/2021;02/11/2021;Classe padrão;LS-17815;Luis Souza;Varejo;surubim;-35,7567841;-7,835157057;Pernambuco;Brasil;Sul;TEC-MÁ-10003749;Tecnologia;Máquinas;Panasonic Inkjet, Branco;1656;2;0,6;-2028,8
10031;US-2021-160745;29/10/2021;02/11/2021;Classe padrão;LS-17815;Luis Souza;Varejo;surubim;-35,7567841;-7,835157057;Pernambuco;Brasil;Sul;MAT-AC-10002496;Material de escritório;Eletrônicos;Hamilton Beach Forno, Preto;2889,44;2;0,6;-3828,56
10032;US-2021-160745;29/10/2021;02/11/2021;Classe padrão;LS-17815;Luis Souza;Varejo;surubim;-35,7567841;-7,835157057;Pernambuco;Brasil;Sul;TEC-AC-10000435;Tecnologia;Acessórios;Memorex Mouse, Econômico;225,36;3;0,6;-299,04
10033;US-2021-126207;17/01/2021;18/01/2021;No mesmo dia;LC-16960;Leonardo Correia;Pequenas e Medias Empresas;açu;-36,91792322;-5,571945999;Rio Grande do Norte;Brasil;Sul;MÓV-CA-10001583;Móveis;Cadeiras;Novimex Cadeira dobrável, Par;675,84;3;0,6;-608,76
10034;US-2019-168627;28/04/2019;03/05/2019;Classe padrão;AA-10240;Alice Araujo;Varejo;bom jesus da lapa;-43,41714164;-13,25411437;Bahia;Brasil;Sul;MAT-AR-10002123;Material de escritório;Armazenamento;Eldon Bandejas, Metal;627,2;5;0,6;-627,8
10035;US-2019-168627;28/04/2019;03/05/2019;Classe padrão;AA-10240;Alice Araujo;Varejo;bom jesus da lapa;-43,41714164;-13,25411437;Bahia;Brasil;Sul;TEC-CO-10004186;Tecnologia;Copiadoras;Canon Copiadora para uso pessoal, Colorida;765,1152;2;0,602;-407,6848
10036;US-2018-156888;13/06/2018;18/06/2018;Classe padrão;RP-20200;Ryan Pinto;Varejo;vassouras;-43,66387402;-22,40900757;Rio de Janeiro;Brasil;Sul;MÓV-MÓ-10003797;Móveis;Móveis;Advantus Lâmpada, Preto;107,04;2;0,6;-85,76
10037;US-2021-156293;06/05/2021;10/05/2021;Classe padrão;MS-18205;Maria Santos;Grande Empresa;indaial;-49,24014046;-26,906256;Santa Catarina;Brasil;Sul;MAT-CO-10003184;Material de escritório;Colchetes;Accos Clips de papel, Embalagem com 12;179,6;5;0,6;-184,4
10038;US-2018-127306;14/10/2018;19/10/2018;Segunda classe;KG-16255;Kauã Gomes;Grande Empresa;bezerros;-35,75448795;-8,2353595;Pernambuco;Brasil;Sul;MAT-MA-10004197;Material de escritório;Materiais;Stiletto Abridor de carta, Retangular;267,52;4;0,6;-114,08
10039;US-2018-159436;03/04/2018;07/04/2018;Segunda classe;EA-13480;Emily Alves;Pequenas e Medias Empresas;limoeiro do norte;-38,09909487;-5,15023902;Ceará;Brasil;Sul;TEC-CO-10004499;Tecnologia;Copiadoras;Hewlett Fax e copiadora, Par;1535,2452;3;0,602;-1627,9548
10040;US-2018-159436;03/04/2018;07/04/2018;Segunda classe;EA-13480;Emily Alves;Pequenas e Medias Empresas;limoeiro do norte;-38,09909487;-5,15023902;Ceará;Brasil;Sul;TEC-CO-10004186;Tecnologia;Copiadoras;Canon Copiadora para uso pessoal, Colorida;1147,6728;3;0,602;-611,5272
10041;US-2018-159436;03/04/2018;07/04/2018;Segunda classe;EA-13480;Emily Alves;Pequenas e Medias Empresas;limoeiro do norte;-38,09909487;-5,15023902;Ceará;Brasil;Sul;MAT-AC-10000803;Material de escritório;Eletrônicos;KitchenAid Forno, Preto;4556,64;3;0,6;-3075,96
10042;US-2018-159436;03/04/2018;07/04/2018;Segunda classe;EA-13480;Emily Alves;Pequenas e Medias Empresas;limoeiro do norte;-38,09909487;-5,15023902;Ceará;Brasil;Sul;MAT-EN-10001671;Material de escritório;Envelopes;Ames Com lacre, Reciclado;184,8;2;0,6;-51,2
10043;US-2020-139010;01/06/2020;06/06/2020;Classe padrão;DS-13030;Diogo Sousa;Pequenas e Medias Empresas;bom jesus da lapa;-43,41714164;-13,25411437;Bahia;Brasil;Sul;MAT-CO-10004749;Material de escritório;Colchetes;Stockwell Percevejo niquelado, Metal;109,2;3;0,6;-79,2
10044;US-2020-139010;01/06/2020;06/06/2020;Classe padrão;DS-13030;Diogo Sousa;Pequenas e Medias Empresas;bom jesus da lapa;-43,41714164;-13,25411437;Bahia;Brasil;Sul;MÓV-ES-10002500;Móveis;Estantes;Bush Par, Preto;1336,96;4;0,6;-802,24
10045;US-2018-132591;18/05/2018;21/05/2018;Segunda classe;JM-15580;José Melo;Varejo;ponte nova;-42,90968427;-20,41664342;Minas Gerais;Brasil;Sul;TEC-TE-10002385;Tecnologia;Telefones;Nokia Carregador, Tamanho real;8498;5;0,6;-7861
10046;US-2018-121839;25/08/2018;29/08/2018;Classe padrão;NF-19240;Nicolash Ferreira;Varejo;barreirinhas;-42,82780251;-2,750085949;Maranhão;Brasil;Sul;MAT-AR-10002159;Material de escritório;Arte;Sanford Marcadores de texto, Tamanhos variados;151,44;3;0,6;-193,56
10047;US-2020-110520;12/10/2020;18/10/2020;Classe padrão;DS-13030;Diogo Sousa;Pequenas e Medias Empresas;açu;-36,91792322;-5,571945999;Rio Grande do Norte;Brasil;Sul;TEC-TE-10001581;Tecnologia;Telefones;Samsung Telefone do escritório, Azul;1565,28;9;0,6;-900,72
10048;US-2018-139150;22/10/2018;28/10/2018;Classe padrão;CS-12220;Carla Silva;Varejo;presidente dutra;-44,49291886;-5,282374258;Maranhão;Brasil;Sul;MAT-AC-10002462;Material de escritório;Eletrônicos;Hoover Liquidificador, Branco;254,16;1;0,6;-171,64
10049;US-2021-124730;16/05/2021;16/05/2021;No mesmo dia;MS-18205;Maria Santos;Grande Empresa;araranguá;-49,48096652;-28,93575201;Santa Catarina;Brasil;Sul;MÓV-ES-10004062;Móveis;Estantes;Safco Estante tradicional, Metal;3500,88;3;0,6;-3851,52
10050;US-2019-146801;27/08/2019;29/08/2019;Segunda classe;LM-16885;Leila Martins;Varejo;limoeiro do norte;-38,09909487;-5,15023902;Ceará;Brasil;Sul;MÓV-ES-10000556;Móveis;Estantes;Ikea Biblioteca, Preto;2917,92;3;0,6;-3939,48
10051;US-2021-114118;14/03/2021;17/03/2021;Primeira classe;BF-11530;Breno Ferreira;Pequenas e Medias Empresas;surubim;-35,7567841;-7,835157057;Pernambuco;Brasil;Sul;MAT-FI-10000823;Material de escritório;Fichários;Acco Encadernadora, Reciclado;274,4;2;0,6;-144,4
10052;US-2021-114118;14/03/2021;17/03/2021;Primeira classe;BF-11530;Breno Ferreira;Pequenas e Medias Empresas;surubim;-35,7567841;-7,835157057;Pernambuco;Brasil;Sul;MAT-FI-10003319;Material de escritório;Fichários;Acco Pasta argolada, Transparente;194,8;5;0,6;-117,2
10053;US-2019-118185;06/11/2019;12/11/2019;Classe padrão;NR-19300;Nicole Ribeiro;Varejo;limoeiro do norte;-38,09909487;-5,15023902;Ceará;Brasil;Sul;MÓV-ME-10003329;Móveis;Mesas;HON Mesa de treinamento, Retangular;1761,44;2;0,6;-484,56
10054;US-2018-149041;01/06/2018;06/06/2018;Classe padrão;NS-19210;Nicolas Souza;Grande Empresa;pilar;-35,25988041;-7,259887985;Alagoas;Brasil;Sul;MAT-PA-10000558;Material de escritório;Papel;Eaton Papel de pergaminho, Premium;71,84;2;0,6;-50,56
10055;US-2018-149041;01/06/2018;06/06/2018;Classe padrão;NS-19210;Nicolas Souza;Grande Empresa;pilar;-35,25988041;-7,259887985;Alagoas;Brasil;Sul;TEC-CO-10004555;Tecnologia;Copiadoras;Hewlett Fax e copiadora, Vermelho;2534,862;5;0,602;-1160,138
10056;US-2020-164868;24/07/2020;30/07/2020;Classe padrão;BC-11140;Beatriz Castro;Varejo;indaial;-49,24014046;-26,906256;Santa Catarina;Brasil;Sul;MÓV-ES-10001620;Móveis;Estantes;Sauder Estante tradicional, Preto;3498,72;3;0,6;-1137,48
10057;US-2020-164868;24/07/2020;30/07/2020;Classe padrão;BC-11140;Beatriz Castro;Varejo;indaial;-49,24014046;-26,906256;Santa Catarina;Brasil;Sul;MÓV-MÓ-10000216;Móveis;Móveis;Deflect-O Lâmpada, Preto;303,84;6;0,6;-76,56
10058;US-2021-122322;12/09/2021;19/09/2021;Classe padrão;VD-21445;Vitór Dias;Grande Empresa;açu;-36,91792322;-5,571945999;Rio Grande do Norte;Brasil;Sul;MÓV-ME-10000670;Móveis;Mesas;Chromcraft Mesa de conferência, Retangular;4641,28;2;0,6;-5453,52
10059;US-2018-149559;24/02/2018;28/02/2018;Classe padrão;GM-14470;Gabriela Martins;Varejo;bom jesus da lapa;-43,41714164;-13,25411437;Bahia;Brasil;Sul;TEC-MÁ-10001951;Tecnologia;Máquinas;Okidata Impressora, Durável;1432,64;2;0,6;-859,76
10060;US-2019-148782;18/02/2019;23/02/2019;Classe padrão;FC-14200;Felipe Costa;Grande Empresa;bezerros;-35,75448795;-8,2353595;Pernambuco;Brasil;Sul;MAT-MA-10000335;Material de escritório;Materiais;Stiletto Cortador de papel, Azul;114;1;0,6;-48,6
10061;US-2019-148782;18/02/2019;23/02/2019;Classe padrão;FC-14200;Felipe Costa;Grande Empresa;bezerros;-35,75448795;-8,2353595;Pernambuco;Brasil;Sul;TEC-AC-10001441;Tecnologia;Acessórios;Memorex Pen drive, Econômico;392;5;0,6;-383
10062;US-2019-148782;18/02/2019;23/02/2019;Classe padrão;FC-14200;Felipe Costa;Grande Empresa;bezerros;-35,75448795;-8,2353595;Pernambuco;Brasil;Sul;MAT-FI-10001985;Material de escritório;Fichários;Cardinal Divisórias, Transparente;35,84;2;0,6;-14,56
10063;US-2019-148782;18/02/2019;23/02/2019;Classe padrão;FC-14200;Felipe Costa;Grande Empresa;bezerros;-35,75448795;-8,2353595;Pernambuco;Brasil;Sul;MAT-EN-10001567;Material de escritório;Envelopes;Jiffy Com lacre, Vermelho;542,8;5;0,6;-502,2
10064;US-2021-110534;25/06/2021;29/06/2021;Classe padrão;LB-16915;Leonardo Barbosa;Varejo;registro;-47,84105475;-24,49425143;São Paulo;Brasil;Sul;MAT-MA-10004271;Material de escritório;Materiais;Fiskars Tesouras, Azul;123,52;2;0,6;-145,28
10065;US-2021-110534;25/06/2021;29/06/2021;Classe padrão;LB-16915;Leonardo Barbosa;Varejo;registro;-47,84105475;-24,49425143;São Paulo;Brasil;Sul;MAT-AR-10004289;Material de escritório;Armazenamento;Smead Armários, Tamanho real;1058,4;2;0,6;-370,8
10066;US-2021-110534;25/06/2021;29/06/2021;Classe padrão;LB-16915;Leonardo Barbosa;Varejo;registro;-47,84105475;-24,49425143;São Paulo;Brasil;Sul;MAT-MA-10001016;Material de escritório;Materiais;Kleencut Tesouras, Retangular;811,44;7;0,6;-426,16
10067;US-2018-102288;14/06/2018;18/06/2018;Classe padrão;KB-16465;Kauê Barbosa;Varejo;presidente dutra;-44,49291886;-5,282374258;Maranhão;Brasil;Sul;MÓV-MÓ-10004398;Móveis;Móveis;Tenex Lâmpada, Embalagem multipack;151,92;3;0,6;-83,88
10068;US-2018-102288;14/06/2018;18/06/2018;Classe padrão;KB-16465;Kauê Barbosa;Varejo;presidente dutra;-44,49291886;-5,282374258;Maranhão;Brasil;Sul;MÓV-CA-10002673;Móveis;Cadeiras;Office Star Cadeira de praia, Par;2153,76;14;0,6;-2317,84
10069;US-2018-102288;14/06/2018;18/06/2018;Classe padrão;KB-16465;Kauê Barbosa;Varejo;presidente dutra;-44,49291886;-5,282374258;Maranhão;Brasil;Sul;TEC-AC-10000319;Tecnologia;Acessórios;Enermax Cartão de memória, Durável;916,8;3;0,6;-687,6
10070;US-2018-102288;14/06/2018;18/06/2018;Classe padrão;KB-16465;Kauê Barbosa;Varejo;presidente dutra;-44,49291886;-5,282374258;Maranhão;Brasil;Sul;MAT-AR-10002276;Material de escritório;Arte;Crayola Marcadores de texto, Tamanhos variados;263,6;5;0,6;-330,4
10071;US-2020-154795;26/06/2020;02/07/2020;Classe padrão;MS-18220;Maria Silva;Varejo;pirapora;-44,95106538;-17,3495821;Minas Gerais;Brasil;Sul;MAT-AR-10002266;Material de escritório;Armazenamento;Eldon Armários, Tamanho real;1055,68;2;0,6;-1531,12
10072;US-2020-154795;26/06/2020;02/07/2020;Classe padrão;MS-18220;Maria Silva;Varejo;pirapora;-44,95106538;-17,3495821;Minas Gerais;Brasil;Sul;MAT-MA-10001290;Material de escritório;Materiais;Elite Cortador de papel, Industrial;577,2;5;0,6;-505,8
10073;US-2021-117121;23/01/2021;28/01/2021;Classe padrão;CG-12355;Carolina Goncalves;Varejo;presidente dutra;-44,49291886;-5,282374258;Maranhão;Brasil;Sul;MAT-PA-10004044;Material de escritório;Papel;Green Bar Cadernetas, Multicolorido;146,88;3;0,6;-117,72
10074;US-2021-114237;18/06/2021;23/06/2021;Classe padrão;MP-18760;Matheus Pinto;Varejo;pontes e lacerda;-59,33800184;-15,22972757;Mato Grosso;Brasil;Sul;MAT-CO-10002359;Material de escritório;Colchetes;OIC Clips de papel, Embalagem tipo bulk;307,84;8;0,6;-362,56
10075;US-2021-114237;18/06/2021;23/06/2021;Classe padrão;MP-18760;Matheus Pinto;Varejo;pontes e lacerda;-59,33800184;-15,22972757;Mato Grosso;Brasil;Sul;MÓV-MÓ-10002862;Móveis;Móveis;Eldon Peso de porta, Premium;260,16;2;0,6;-149,84
10076;US-2019-107685;29/12/2019;02/01/2020;Classe padrão;TA-20845;Thaís Alves;Varejo;presidente dutra;-44,49291886;-5,282374258;Maranhão;Brasil;Sul;TEC-AC-10004084;Tecnologia;Acessórios;Memorex Teclado, Econômico;570,72;3;0,6;-528,48
10077;US-2019-107685;29/12/2019;02/01/2020;Classe padrão;TA-20845;Thaís Alves;Varejo;presidente dutra;-44,49291886;-5,282374258;Maranhão;Brasil;Sul;MÓV-ES-10002607;Móveis;Estantes;Dania Biblioteca, Preto;2910;3;0,6;-727,8
10078;US-2019-107685;29/12/2019;02/01/2020;Classe padrão;TA-20845;Thaís Alves;Varejo;presidente dutra;-44,49291886;-5,282374258;Maranhão;Brasil;Sul;MAT-FI-10003477;Material de escritório;Fichários;Ibico Reforço para fichário, Econômico;167,76;9;0,6;-251,64
10079;US-2019-107685;29/12/2019;02/01/2020;Classe padrão;TA-20845;Thaís Alves;Varejo;presidente dutra;-44,49291886;-5,282374258;Maranhão;Brasil;Sul;MAT-EN-10003712;Material de escritório;Envelopes;Ames Com lacre, Prata;1020;10;0,6;-612
10080;US-2020-105438;24/04/2020;28/04/2020;Classe padrão;AF-10780;Anna Ferreira;Grande Empresa;pontes e lacerda;-59,33800184;-15,22972757;Mato Grosso;Brasil;Sul;MAT-PA-10004841;Material de escritório;Papel;Xerox Cadernetas, Embalagem com 12;235,6;5;0,6;-200,4
10081;US-2020-105438;24/04/2020;28/04/2020;Classe padrão;AF-10780;Anna Ferreira;Grande Empresa;pontes e lacerda;-59,33800184;-15,22972757;Mato Grosso;Brasil;Sul;MAT-EN-10002055;Material de escritório;Envelopes;Kraft Envelope kraft, Conjunto de 50;353,2;5;0,6;-441,8
10082;US-2020-105438;24/04/2020;28/04/2020;Classe padrão;AF-10780;Anna Ferreira;Grande Empresa;pontes e lacerda;-59,33800184;-15,22972757;Mato Grosso;Brasil;Sul;MAT-CO-10004592;Material de escritório;Colchetes;Stockwell Percevejo niquelado, Metal;70,72;2;0,6;-83,28
10083;US-2018-145177;20/04/2018;26/04/2018;Classe padrão;KB-16465;Kauê Barbosa;Varejo;araranguá;-49,48096652;-28,93575201;Santa Catarina;Brasil;Sul;MÓV-ES-10000191;Móveis;Estantes;Dania Par, Preto;2303,84;7;0,6;-2247,56
10084;US-2018-145177;20/04/2018;26/04/2018;Classe padrão;KB-16465;Kauê Barbosa;Varejo;araranguá;-49,48096652;-28,93575201;Santa Catarina;Brasil;Sul;TEC-AC-10003591;Tecnologia;Acessórios;Enermax Pen drive, Econômico;221,44;2;0,6;-315,76
10085;US-2018-143175;22/10/2018;26/10/2018;Classe padrão;ÁC-10075;Ágatha Correia;Grande Empresa;quixadá;-39,01174468;-4,9637;Ceará;Brasil;Sul;MAT-AR-10000783;Material de escritório;Armazenamento;Smead Pratelheiras, Metal;384;3;0,6;-528
10086;US-2020-161025;09/08/2020;11/08/2020;Primeira classe;MA-18400;Marisa Almeida;Varejo;bom jesus da lapa;-43,41714164;-13,25411437;Bahia;Brasil;Sul;MÓV-CA-10002673;Móveis;Cadeiras;Office Star Cadeira de praia, Par;461,52;3;0,6;-496,68
10087;US-2020-161025;09/08/2020;11/08/2020;Primeira classe;MA-18400;Marisa Almeida;Varejo;bom jesus da lapa;-43,41714164;-13,25411437;Bahia;Brasil;Sul;MAT-PA-10004029;Material de escritório;Papel;Eaton Resma, Premium;424,8;6;0,6;-478,8
10088;US-2020-147746;14/12/2020;19/12/2020;Segunda classe;JG-15850;Julian Gomes;Varejo;camocim;-40,84752774;-2,900966575;Ceará;Brasil;Sul;TEC-AC-10002843;Tecnologia;Acessórios;Logitech Roteador, Econômico;1978,56;3;0,6;-989,64
10089;US-2020-139297;05/12/2020;10/12/2020;Classe padrão;CC-12040;Camila Costa;Pequenas e Medias Empresas;pilar;-35,25988041;-7,259887985;Alagoas;Brasil;Sul;MAT-CO-10003068;Material de escritório;Colchetes;Stockwell Alfinetes, Tamanhos variados;157,6;5;0,6;-185,4
10090;US-2020-153661;05/11/2020;11/11/2020;Classe padrão;VC-21400;Vitor Cardoso;Varejo;ponte nova;-42,90968427;-20,41664342;Minas Gerais;Brasil;Sul;MÓV-CA-10003670;Móveis;Cadeiras;Office Star Cadeira dobrável, Vermelho;1222,8;5;0,6;-1498,2
10091;US-2020-153661;05/11/2020;11/11/2020;Classe padrão;VC-21400;Vitor Cardoso;Varejo;ponte nova;-42,90968427;-20,41664342;Minas Gerais;Brasil;Sul;MAT-AR-10001232;Material de escritório;Arte;Sanford Canetas, Metal;65,92;2;0,6;-76,08
10092;US-2020-152275;01/12/2020;03/12/2020;Segunda classe;NC-19150;Nicolas Castro;Varejo;bezerros;-35,75448795;-8,2353595;Pernambuco;Brasil;Sul;MAT-EN-10002330;Material de escritório;Envelopes;Jiffy Envelope com fecho, Conjunto de 50;22,72;1;0,6;-11,48
10093;US-2019-131947;11/10/2019;17/10/2019;Classe padrão;LS-17350;Livia Santos;Varejo;pirapora;-44,95106538;-17,3495821;Minas Gerais;Brasil;Sul;MÓV-CA-10002273;Móveis;Cadeiras;HON Protetor de piso, Vermelho;1332,72;9;0,6;-1266,48
10094;US-2018-164994;28/09/2018;03/10/2018;Classe padrão;GO-14785;Giovanna Oliveira;Pequenas e Medias Empresas;bom jesus da lapa;-43,41714164;-13,25411437;Bahia;Brasil;Sul;MAT-PA-10003776;Material de escritório;Papel;Green Bar Artigos de papelaria, Reciclado;386,4;3;0,6;-396,6
10095;US-2021-134313;08/06/2021;12/06/2021;Segunda classe;VC-21265;Vinícius Cunha;Grande Empresa;vassouras;-43,66387402;-22,40900757;Rio de Janeiro;Brasil;Sul;MAT-AR-10002072;Material de escritório;Arte;Stanley Canetas, Azul;107,2;4;0,6;-107,2
10096;US-2021-134313;08/06/2021;12/06/2021;Segunda classe;VC-21265;Vinícius Cunha;Grande Empresa;vassouras;-43,66387402;-22,40900757;Rio de Janeiro;Brasil;Sul;MAT-PA-10001648;Material de escritório;Papel;Green Bar Agenda, Embalagem com 12;74,48;1;0,6;-39,12
